lat,lon,vel,cou,time,MMSI,source
20.350503369036684,130.9906684143499,0.16403433681469792,246.12774296786586,500.0,413843284-0,9001
20.350362635125958,130.99022601318282,0.682848147990184,245.0950885717628,530.0,413843284-0,9001
20.349959671497288,130.98860669815323,0.7243217277164251,269.91538158397503,620.0,413843284-0,9001
20.34972995285762,130.98759285649876,0.7706482657378959,259.01975229103243,680.0,413843284-0,9001
20.34904728277612,130.9855361389334,1.9062418397058942,256.4643724085592,802.0,413843284-0,9001
20.348050292711548,130.98349379108015,2.3200485226432157,239.72300189950903,921.0,413843284-0,9001
20.34758635235765,130.9831889498946,0.6708378446981216,214.88540829084562,951.0,413843284-0,9001
20.34705216543568,130.98293050632265,0.7551942175744357,210.38222325576177,982.0,413843284-0,9001
20.346589874016875,130.982740008177,2.3253517863405913,192.12944623871442,1013.0,413843284-0,9001
20.34552923757285,130.98260873635942,1.6390605157991542,172.9365569502683,1072.0,413843284-0,9001
20.344931978971072,130.9825858386647,2.6108132202381302,173.6614628880319,1102.0,413843284-0,9001
20.3431573031136,130.9825988486312,1.785719521950196,183.249632464005,1193.0,413843284-0,9001
20.342492820973916,130.98253760418865,2.5130770956588204,173.6183875615342,1223.0,413843284-0,9001
20.341812471846033,130.98243315896107,2.9450251058243326,190.93393000674007,1253.0,413843284-0,9001
20.341191091308357,130.9821240080988,2.709267273884284,195.55646308957603,1285.0,413843284-0,9001
20.33647116273123,130.97830825077253,0.661432327373153,221.88641655462047,1616.0,413843284-0,9001
20.334070244473157,130.97649172786663,2.1784440088440467,209.0089811751568,1768.0,413843284-0,9001
20.33257555182698,130.97525943157038,2.850704507547505,212.93322282857662,1858.0,413843284-0,9001
20.331509128504084,130.9744458951782,3.692946230324724,215.1722408359131,1919.0,413843284-0,9001
20.328264110407474,130.97187734019056,2.286660130121267,205.705881281034,2161.0,413843284-0,9001
20.328055462937243,130.9715424823289,0.473459775876808,222.02417471513314,2191.0,413843284-0,9001
20.327773528198005,130.97120919870332,2.276206990586702,210.74646981869338,2223.0,413843284-0,9001
20.327063206289218,130.9706951836081,0.9320475367519698,211.8642848746058,2282.0,413843284-0,9001
20.326750397755045,130.9703691768463,0.5961393882728985,207.01277599966784,2312.0,413843284-0,9001
20.326401377439336,130.9700469644741,1.8628229774326326,201.08620328306483,2342.0,413843284-0,9001
20.326052836014217,130.96979422593395,2.1055606383900782,203.55448731676702,2372.0,413843284-0,9001
20.325234014052246,130.96940766678892,2.0268762052703964,200.95535302805388,2432.0,413843284-0,9001
20.323018387959504,130.96844568907258,-1.363831116247795,210.4476252426412,2584.0,413843284-0,9001
20.322595494100007,130.96819502233973,3.970329423126146,209.33419762151615,2614.0,413843284-0,9001
20.321787287504755,130.9678633051622,2.503518918938134,192.01949923223626,2675.0,413843284-0,9001
20.318054041278774,130.9664482936666,1.6129851390253487,196.27729131738025,2915.0,413843284-0,9001
20.31712353068377,130.96609589014534,3.6864366587973834,186.3703078839234,2976.0,413843284-0,9001
20.316112973251254,130.9657960353571,1.8443699645042817,204.36209913655517,3037.0,413843284-0,9001
20.31345221035346,130.9652253341223,3.1668461126571548,192.21956154015933,3187.0,413843284-0,9001
20.312980858244625,130.96518323092442,1.093736254021593,186.22906347484266,3217.0,413843284-0,9001
20.311365673203138,130.96489232910346,0.789837497467752,189.00072223459298,3308.0,413843284-0,9001
20.309183679277204,130.96433917084266,-0.3373166372977763,211.45197830563407,3429.0,413843284-0,9001
20.308194724552052,130.96399425956517,1.1161791393939664,208.65563739753418,3489.0,413843284-0,9001
20.30335936318436,130.96107652426534,1.6015659495962535,207.51745542462754,3820.0,413843284-0,9001
20.30210036255699,130.96040388542565,2.8074419101747194,200.08351197799783,3911.0,413843284-0,9001
20.301650449718153,130.9602270521003,2.8681818982241505,200.79533936281342,3941.0,413843284-0,9001
20.299452930624728,130.95880375855126,0.45274294561198003,216.77017784348115,4092.0,413843284-0,9001
20.29709842930302,130.9567741559338,2.3291852140558573,216.3049789307171,4273.0,413843284-0,9001
20.296618199256876,130.95652595912523,1.6264795188888845,203.1681293111594,4303.0,413843284-0,9001
20.29278348223471,130.9547996153796,1.2900464195265577,191.67902663065811,4545.0,413843284-0,9001
20.29222331177785,130.95474702748044,2.3350806657419723,192.96728800541047,4575.0,413843284-0,9001
20.291654967531155,130.95464179090604,0.978700475627942,185.28595831587444,4605.0,413843284-0,9001
20.291123819724714,130.95450727949185,1.8157253224613157,187.16923637078213,4635.0,413843284-0,9001
20.2894591343167,130.95446328359455,2.2642682644548975,169.73734724080157,4726.0,413843284-0,9001
20.288810230987366,130.95452639481005,1.559145947198641,161.12306342002202,4756.0,413843284-0,9001
20.287742994962517,130.9547333357768,0.7060313199504742,164.7046682396919,4816.0,413843284-0,9001
20.287194631927154,130.95474230734598,1.5546347872217745,168.45796295810277,4848.0,413843284-0,9001
20.286084545077646,130.9548023667855,1.42241299420554,183.9783779703301,4906.0,413843284-0,9001
20.28551463969153,130.9547821980738,1.6982949724772785,185.93391991193792,4936.0,413843284-0,9001
20.284443251385653,130.95471046345295,1.286942327276051,186.79263203819707,4997.0,413843284-0,9001
20.282884945304772,130.9543300915128,2.1100899855753026,207.76340609079628,5087.0,413843284-0,9001
20.282365783446977,130.9540211511258,1.3951321556583092,197.63940322756454,5117.0,413843284-0,9001
20.281819292580597,130.9537775042438,1.4932139427726767,194.71958819060737,5147.0,413843284-0,9001
20.281306360542526,130.95350644477486,2.5873992223385383,194.00373058980722,5177.0,413843284-0,9001
20.28080497385198,130.95325601290227,2.2960486798472286,207.55559541457174,5207.0,413843284-0,9001
20.27981979820992,130.95279690558078,2.2933488136474938,193.77907630054344,5267.0,413843284-0,9001
20.27887697174557,130.95233319474775,2.6438361139609947,205.32367962127577,5328.0,413843284-0,9001
