lat,lon,vel,cou,time,MMSI,source
20.03026814846573,131.47604168053005,6.191678769743038,91.61201252260508,29.0,412434718-0,9001
20.03024925685296,131.47705317179526,5.300835950535629,97.19406621041894,40.0,412434718-0,9001
20.03024218820026,131.47861768811805,7.7264412727181355,98.34582690266642,70.0,412434718-0,9001
20.030094294853022,131.48175007086647,4.401432410670137,79.54465360519234,130.0,412434718-0,9001
20.03008212351086,131.48332042213076,6.261873388733688,92.78386553754001,160.0,412434718-0,9001
20.029936770795107,131.48498210728198,5.343881262402892,93.29424165294654,190.0,412434718-0,9001
20.029879272967715,131.4866198517256,4.966560990864314,83.21159774784448,220.0,412434718-0,9001
20.029818444978435,131.48825316019298,4.336807422030669,106.06500362679056,250.0,412434718-0,9001
20.029713456313083,131.48987076524094,4.423478507275153,89.00989795955142,280.0,412434718-0,9001
20.029682782997927,131.48970712080202,6.068878784892046,95.5174311927576,299.0,412434718-0,9001
20.029417591273603,131.4914807602056,5.863249969919063,91.4315615863557,310.0,412434718-0,9001
20.029142850571926,131.4946567778516,6.587977920883055,87.00149896923077,370.0,412434718-0,9001
20.028926056509285,131.49620121794652,6.34887534523046,95.02982441025136,400.0,412434718-0,9001
20.029060776228324,131.49787813759986,4.8481356207154445,79.8659699197663,431.0,412434718-0,9001
20.029065992769706,131.49943588326659,4.714728236986528,89.397043527745,460.0,412434718-0,9001
20.029086642457198,131.50110980392986,3.802242448766693,86.51137999559923,490.0,412434718-0,9001
20.03012665476755,131.51670945300293,5.027283643242127,86.12087959723091,791.0,412434718-0,9001
20.030347125072996,131.51827355365805,4.997620732478598,74.00174583463469,821.0,412434718-0,9001
20.030316680559448,131.52297522231368,3.203531918946916,96.01326530539386,911.0,412434718-0,9001
20.03003531769793,131.52465519205086,5.459466994526909,88.26028677546566,941.0,412434718-0,9001
20.029792277746516,131.52792101300003,5.194605607826074,101.50942942217718,1001.0,412434718-0,9001
20.029697553757433,131.5290053180716,4.071998579692469,112.35473128877717,1019.0,412434718-0,9001
20.029506325769997,131.52958571037445,3.599698056822019,93.39493312771822,1031.0,412434718-0,9001
20.029423644536692,131.53070450559795,5.865322967256504,99.50249118204661,1049.0,412434718-0,9001
20.029414131217496,131.532347364182,4.644963834848876,89.31066973398566,1079.0,412434718-0,9001
20.02937184002144,131.5329302176093,4.35879072524943,85.40611844820442,1091.0,412434718-0,9001
20.02950086094364,131.53558016988475,4.745970158138881,80.62337489296326,1139.0,412434718-0,9001
20.029538627241337,131.5361627940669,3.5364724319500374,93.32640134097595,1151.0,412434718-0,9001
20.02967369141211,131.53770015516,6.381786665189234,78.20412495705365,1182.0,412434718-0,9001
20.02965820894454,131.53927629882665,3.394590353904941,92.05788622649172,1211.0,412434718-0,9001
20.028891939830185,131.5439814928616,5.080406762806477,124.77079179047539,1302.0,412434718-0,9001
20.028368545519136,131.54549523063872,6.612519951705012,120.12272758097332,1332.0,412434718-0,9001
20.027948765866594,131.54801014695835,5.966237311691761,94.91025257548867,1379.0,412434718-0,9001
20.027943552836607,131.5484328591728,5.667584376557939,85.69289858916338,1392.0,412434718-0,9001
20.027951076354537,131.54950791247666,4.317273718127244,92.32166220795335,1409.0,412434718-0,9001
20.027896423365135,131.55101543904078,5.737167362704794,115.05164365752718,1439.0,412434718-0,9001
20.02725815366779,131.5527550869386,5.493912320376163,101.26043333235987,1482.0,412434718-0,9001
20.026874561437246,131.55383544614517,6.568225710501542,113.77166251128016,1500.0,412434718-0,9001
20.026077551403656,131.55560342717055,5.590508196121121,125.93143515314246,1542.0,412434718-0,9001
20.02563026241977,131.5564940031881,6.642851777323889,126.72772109671074,1560.0,412434718-0,9001
20.023907628664816,131.5604637773107,5.626297691578918,85.3551286650306,1650.0,412434718-0,9001
20.02342147619237,131.5623925262262,4.280732855696462,117.15617239784797,1692.0,412434718-0,9001
20.023016452653327,131.56330391111868,6.596746755056371,132.61560693678132,1710.0,412434718-0,9001
20.022887124248136,131.563732262444,6.032553346820234,129.27703018946437,1722.0,412434718-0,9001
20.022759671199378,131.56518684446243,3.9571602682288303,94.39243527549854,1752.0,412434718-0,9001
