lat,lon,vel,cou,time,MMSI,source
20.033476278107056,131.4726226160284,6.581298338075885,79.72318104374611,29.0,412434718-0,9002
20.033561378456263,131.47435486126736,5.524008049737469,91.9524033742632,105.09677419354838,412434718-0,9002
20.033407523938493,131.47767366374597,4.633977442782967,87.44364457629561,181.19354838709677,412434718-0,9002
20.033394273664758,131.48033456164916,6.8348530224833,104.16465051541104,257.2903225806451,412434718-0,9002
20.033292276968787,131.48262803775214,8.279468814089654,95.83410907056789,333.38709677419354,412434718-0,9002
20.03329242082059,131.48488684908236,5.761328576405222,103.35693592680285,409.48387096774195,412434718-0,9002
20.033144851281946,131.48699982407788,5.1612891023634555,97.27148051852596,485.5806451612903,412434718-0,9002
20.033088948175095,131.48763623161486,4.489582955944661,100.27397058645671,561.6774193548387,412434718-0,9002
20.032690011757094,131.49110467376562,5.864235146293307,103.31905372494653,637.7741935483871,412434718-0,9002
20.032474572232346,131.49360494321124,5.229019107133506,80.87015686348083,713.8709677419355,412434718-0,9002
20.0326847481421,131.49587712853256,4.623799793436099,74.63227229442705,789.9677419354839,412434718-0,9002
20.0327442380945,131.49803383731762,5.863335127690347,95.41992520856175,866.0645161290322,412434718-0,9002
20.033730194529028,131.51419932369208,4.0900428290185875,78.38975840180565,942.1612903225806,412434718-0,9002
20.033902402541642,131.51779222513508,5.738579932744517,91.38144607792336,1018.258064516129,412434718-0,9002
20.033709058213734,131.5214709753847,8.157687207167626,95.07088475416872,1094.3548387096773,412434718-0,9002
20.03324046782799,131.52508735674064,4.542707001952433,97.38658331319432,1170.4516129032259,412434718-0,9002
20.033046777634382,131.52618498326203,7.752940170551154,100.12070471506432,1246.5483870967741,412434718-0,9002
20.032885268745357,131.52726277069215,3.466619529948469,97.15975347635039,1322.6451612903224,412434718-0,9002
20.032762843269083,131.5290283979491,5.148759976548655,92.46002063232952,1398.741935483871,412434718-0,9002
20.03276621418044,131.53079622158324,6.234477196401138,82.44558392702402,1474.8387096774193,412434718-0,9002
20.03282350131748,131.5324004859816,4.643423635909324,77.25590064841525,1550.9354838709678,412434718-0,9002
20.032871277666203,131.5341976665531,5.891304642713614,86.92212973525429,1627.032258064516,412434718-0,9002
